# x-values	y-values
-10.0	100.0
-9.9	98.01
-9.8	96.04000000000002
-9.700000000000001	94.09000000000002
-9.600000000000001	92.16000000000003
-9.500000000000002	90.25000000000003
-9.400000000000002	88.36000000000004
-9.300000000000002	86.49000000000005
-9.200000000000003	84.64000000000006
-9.100000000000003	82.81000000000006
-9.000000000000004	81.00000000000007
-8.900000000000004	79.21000000000006
-8.800000000000004	77.44000000000007
-8.700000000000005	75.69000000000008
-8.600000000000005	73.96000000000008
-8.500000000000005	72.25000000000009
-8.400000000000006	70.5600000000001
-8.300000000000006	68.8900000000001
-8.200000000000006	67.24000000000011
-8.100000000000007	65.61000000000011
-8.000000000000007	64.00000000000011
-7.9000000000000075	62.41000000000012
-7.800000000000008	60.840000000000124
-7.700000000000008	59.29000000000013
-7.6000000000000085	57.76000000000013
-7.500000000000009	56.250000000000135
-7.400000000000009	54.76000000000014
-7.30000000000001	53.29000000000014
-7.20000000000001	51.840000000000146
-7.10000000000001	50.410000000000146
-7.000000000000011	49.00000000000015
-6.900000000000011	47.61000000000015
-6.800000000000011	46.24000000000015
-6.700000000000012	44.89000000000016
-6.600000000000012	43.56000000000016
-6.500000000000012	42.25000000000016
-6.400000000000013	40.960000000000164
-6.300000000000013	39.69000000000017
-6.2000000000000135	38.44000000000017
-6.100000000000014	37.21000000000017
-6.000000000000014	36.00000000000017
-5.900000000000015	34.81000000000017
-5.800000000000015	33.64000000000017
-5.700000000000015	32.49000000000017
-5.600000000000016	31.360000000000174
-5.500000000000016	30.250000000000178
-5.400000000000016	29.160000000000178
-5.300000000000017	28.090000000000177
-5.200000000000017	27.040000000000177
-5.100000000000017	26.01000000000018
-5.000000000000018	25.000000000000178
-4.900000000000018	24.01000000000018
-4.8000000000000185	23.040000000000177
-4.700000000000019	22.090000000000177
-4.600000000000019	21.160000000000178
-4.5000000000000195	20.250000000000178
-4.40000000000002	19.360000000000174
-4.30000000000002	18.490000000000173
-4.200000000000021	17.640000000000175
-4.100000000000021	16.810000000000173
-4.000000000000021	16.00000000000017
-3.9000000000000217	15.21000000000017
-3.800000000000022	14.440000000000168
-3.7000000000000224	13.690000000000166
-3.6000000000000227	12.960000000000164
-3.500000000000023	12.250000000000162
-3.4000000000000234	11.560000000000159
-3.300000000000024	10.890000000000157
-3.200000000000024	10.240000000000155
-3.1000000000000245	9.610000000000152
-3.000000000000025	9.00000000000015
-2.9000000000000252	8.410000000000146
-2.8000000000000256	7.840000000000143
-2.700000000000026	7.29000000000014
-2.6000000000000263	6.760000000000137
-2.5000000000000266	6.250000000000133
-2.400000000000027	5.7600000000001295
-2.3000000000000274	5.290000000000126
-2.2000000000000277	4.8400000000001215
-2.100000000000028	4.410000000000118
-2.0000000000000284	4.000000000000114
-1.9000000000000288	3.6100000000001096
-1.8000000000000291	3.240000000000105
-1.7000000000000295	2.8900000000001
-1.6000000000000298	2.5600000000000955
-1.5000000000000302	2.2500000000000906
-1.4000000000000306	1.9600000000000855
-1.300000000000031	1.6900000000000803
-1.2000000000000313	1.440000000000075
-1.1000000000000316	1.2100000000000695
-1.000000000000032	1.000000000000064
-0.9000000000000323	0.8100000000000582
-0.8000000000000327	0.6400000000000523
-0.700000000000033	0.49000000000004623
-0.6000000000000334	0.36000000000004007
-0.5000000000000338	0.25000000000003375
-0.4000000000000341	0.1600000000000273
-0.30000000000003446	0.09000000000002067
-0.20000000000003482	0.04000000000001393
-0.10000000000003517	0.010000000000007035
-3.552713678800501e-14	1.2621774483536189e-27
0.09999999999996412	0.009999999999992824
0.19999999999996376	0.039999999999985505
0.2999999999999634	0.08999999999997804
0.39999999999996305	0.15999999999997044
0.4999999999999627	0.2499999999999627
0.5999999999999623	0.3599999999999548
0.699999999999962	0.48999999999994676
0.7999999999999616	0.6399999999999386
0.8999999999999613	0.8099999999999303
0.9999999999999609	0.9999999999999218
1.0999999999999606	1.2099999999999131
1.1999999999999602	1.4399999999999045
1.2999999999999599	1.6899999999998956
1.3999999999999595	1.9599999999998865
1.4999999999999591	2.2499999999998774
1.5999999999999588	2.559999999999868
1.6999999999999584	2.8899999999998585
1.799999999999958	3.2399999999998492
1.8999999999999577	3.6099999999998396
1.9999999999999574	3.9999999999998295
2.099999999999957	4.40999999999982
2.1999999999999567	4.839999999999809
2.2999999999999563	5.289999999999799
2.399999999999956	5.759999999999788
2.4999999999999556	6.249999999999778
2.5999999999999552	6.759999999999767
2.699999999999955	7.289999999999757
2.7999999999999545	7.839999999999745
2.899999999999954	8.409999999999734
2.999999999999954	8.999999999999723
3.0999999999999535	9.609999999999712
3.199999999999953	10.2399999999997
3.2999999999999527	10.889999999999688
3.3999999999999524	11.559999999999675
3.499999999999952	12.249999999999664
3.5999999999999517	12.959999999999653
3.6999999999999513	13.68999999999964
3.799999999999951	14.439999999999628
3.8999999999999506	15.209999999999615
3.9999999999999503	15.999999999999602
4.09999999999995	16.80999999999959
4.1999999999999496	17.639999999999578
4.299999999999949	18.48999999999956
4.399999999999949	19.35999999999955
4.4999999999999485	20.249999999999538
4.599999999999948	21.159999999999524
4.699999999999948	22.08999999999951
4.799999999999947	23.039999999999495
4.899999999999947	24.009999999999483
4.999999999999947	24.999999999999467
5.099999999999946	26.009999999999454
5.199999999999946	27.039999999999438
5.299999999999946	28.089999999999424
5.399999999999945	29.15999999999941
5.499999999999945	30.249999999999396
5.599999999999945	31.359999999999378
5.699999999999944	32.48999999999936
5.799999999999944	33.63999999999935
5.8999999999999435	34.809999999999334
5.999999999999943	35.99999999999932
6.099999999999945	37.209999999999326
6.1999999999999424	38.43999999999929
6.29999999999994	39.689999999999245
6.399999999999942	40.959999999999255
6.499999999999943	42.24999999999926
6.599999999999941	43.55999999999922
6.699999999999939	44.88999999999918
6.79999999999994	46.239999999999185
6.899999999999942	47.6099999999992
6.99999999999994	48.999999999999154
7.0999999999999375	50.409999999999116
7.199999999999939	51.83999999999912
7.29999999999994	53.289999999999125
7.399999999999938	54.75999999999909
7.499999999999936	56.24999999999904
7.5999999999999375	57.75999999999905
7.699999999999939	59.28999999999906
7.799999999999937	60.839999999999016
7.899999999999935	62.409999999998966
7.999999999999936	63.99999999999898
8.099999999999937	65.60999999999899
8.199999999999935	67.23999999999894
8.299999999999933	68.88999999999889
8.399999999999935	70.55999999999891
8.499999999999936	72.24999999999892
8.599999999999934	73.95999999999886
8.699999999999932	75.68999999999882
8.799999999999933	77.43999999999882
8.899999999999935	79.20999999999884
8.999999999999932	80.99999999999879
9.09999999999993	82.80999999999874
9.199999999999932	84.63999999999875
9.299999999999933	86.48999999999876
9.399999999999931	88.3599999999987
9.499999999999929	90.24999999999865
9.59999999999993	92.15999999999866
9.699999999999932	94.08999999999868
9.79999999999993	96.03999999999863
9.899999999999928	98.00999999999857
9.999999999999929	99.99999999999858
10.09999999999993	102.0099999999986
10.199999999999928	104.03999999999854
10.299999999999926	106.08999999999848
10.399999999999928	108.15999999999849
10.499999999999929	110.24999999999851
10.599999999999927	112.35999999999845
10.699999999999925	114.48999999999839
10.799999999999926	116.63999999999841
10.899999999999928	118.80999999999842
